emp_no,gender,marital_status,age_band,age,department,education,education_field,job_role,business_travel,employee_count,attrition,attrition_label,job_satisfaction,active_employee
10583,Female,Married,35 - 44,40,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Frequently,1,No,Current Employees,2,1
10584,Female,Married,25 - 34,34,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10585,Male,Divorced,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Manager,Travel_Frequently,1,No,Current Employees,4,1
10586,Male,Married,Under 25,23,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
10587,Male,Divorced,Under 25,24,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,2,1
10588,Female,Married,45 - 54,52,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
10589,Male,Married,45 - 54,50,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1
10590,Female,Married,25 - 34,29,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
10591,Male,Married,25 - 34,33,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1
10592,Female,Single,25 - 34,33,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0
10593,Female,Married,45 - 54,47,R&D,Associates Degree,Other,Manager,Travel_Rarely,1,No,Current Employees,4,1
10594,Female,Married,35 - 44,36,R&D,Bachelor's Degree,Other,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10595,Male,Married,25 - 34,29,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10596,Male,Single,Over 55,58,R&D,Master's Degree,Life Sciences,Research Director,Travel_Rarely,1,Yes,Ex-Employees,2,0
10597,Female,Single,35 - 44,35,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10598,Female,Married,35 - 44,42,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10599,Male,Single,25 - 34,28,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,3,0
10600,Male,Married,35 - 44,36,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Rarely,1,No,Current Employees,2,1
10601,Female,Married,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
10602,Male,Single,35 - 44,40,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,3,1
10603,Female,Single,25 - 34,30,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10604,Female,Single,45 - 54,45,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10605,Male,Married,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10606,Male,Divorced,35 - 44,38,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,1,1
10607,Female,Single,25 - 34,34,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1
10608,Female,Married,45 - 54,49,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0
10609,Male,Single,Over 55,55,Sales,High School,Medical,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0
10610,Male,Married,35 - 44,43,R&D,Associates Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,1,1
10611,Male,Divorced,25 - 34,27,R&D,High School,Technical Degree,Research Director,Travel_Rarely,1,No,Current Employees,4,1
10612,Male,Single,35 - 44,35,R&D,Bachelor's Degree,Other,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
10613,Female,Married,25 - 34,28,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
10614,Male,Married,25 - 34,34,HR,Associates Degree,Human Resources,Human Resources,Travel_Rarely,1,No,Current Employees,4,1
10615,Female,Married,25 - 34,26,R&D,Associates Degree,Medical,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,3,0
10616,Male,Married,25 - 34,27,R&D,Bachelor's Degree,Medical,Research Scientist,Non-Travel,1,No,Current Employees,4,1
10617,Female,Married,45 - 54,51,Sales,Master's Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,3,1
10618,Male,Single,35 - 44,44,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1
10619,Male,Single,25 - 34,25,R&D,High School,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10620,Male,Divorced,25 - 34,33,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10621,Female,Single,35 - 44,35,R&D,High School,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10622,Male,Married,35 - 44,36,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10623,Male,Divorced,25 - 34,32,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10624,Male,Divorced,25 - 34,30,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1
10625,Female,Married,45 - 54,53,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10626,Male,Divorced,45 - 54,45,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10627,Female,Married,25 - 34,32,R&D,Associates Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10628,Female,Married,45 - 54,52,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Frequently,1,No,Current Employees,4,1
10629,Male,Divorced,35 - 44,37,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10630,Male,Divorced,25 - 34,28,HR,Associates Degree,Medical,Human Resources,Travel_Rarely,1,No,Current Employees,4,1
10631,Male,Married,Under 25,22,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10632,Male,Married,35 - 44,44,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10633,Male,Single,35 - 44,42,R&D,High School,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1
10634,Male,Married,35 - 44,36,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,1,1
10635,Male,Married,25 - 34,25,Sales,High School,Other,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10636,Female,Married,35 - 44,35,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
10637,Female,Divorced,35 - 44,35,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,2,0
10638,Male,Divorced,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,4,1
10639,Male,Married,25 - 34,25,Sales,High School,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10640,Female,Married,45 - 54,49,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10641,Male,Married,Under 25,24,R&D,High School,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,4,1
10642,Male,Married,25 - 34,32,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,2,1
10643,Male,Married,35 - 44,38,Sales,Bachelor's Degree,Marketing,Sales Representative,Travel_Rarely,1,No,Current Employees,2,1
10644,Female,Married,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10645,Male,Married,25 - 34,31,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10646,Female,Divorced,25 - 34,29,Sales,Bachelor's Degree,Medical,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,3,0
10647,Male,Married,45 - 54,53,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10648,Male,Married,35 - 44,35,R&D,Bachelor's Degree,Technical Degree,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10649,Female,Married,35 - 44,37,Sales,Associates Degree,Medical,Sales Representative,Travel_Frequently,1,No,Current Employees,4,1
10650,Female,Single,45 - 54,53,R&D,Master's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,4,1
10651,Female,Married,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,4,1
10652,Female,Married,45 - 54,47,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10653,Male,Single,35 - 44,37,Sales,Associates Degree,Medical,Sales Executive,Non-Travel,1,No,Current Employees,2,1
10654,Male,Divorced,45 - 54,50,R&D,Master's Degree,Life Sciences,Manager,Non-Travel,1,No,Current Employees,1,1
10655,Female,Married,35 - 44,39,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,4,1
10656,Male,Divorced,25 - 34,33,HR,Associates Degree,Human Resources,Human Resources,Travel_Rarely,1,No,Current Employees,2,1
10657,Male,Single,25 - 34,32,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,4,0
10658,Female,Divorced,25 - 34,29,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10659,Male,Married,35 - 44,44,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10660,Male,Single,25 - 34,28,Sales,Master's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10661,Male,Divorced,Over 55,58,R&D,High School,Life Sciences,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,4,0
10662,Female,Divorced,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10663,Female,Single,Under 25,20,Sales,Bachelor's Degree,Medical,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,3,0
10664,Female,Single,Under 25,21,R&D,High School,Other,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,4,0
10665,Male,Married,35 - 44,36,R&D,High School,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10666,Female,Single,45 - 54,47,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,4,1
10667,Female,Married,Under 25,22,R&D,High School,Life Sciences,Manufacturing Director,Travel_Rarely,1,Yes,Ex-Employees,3,0
10668,Female,Divorced,35 - 44,41,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,4,0
10669,Female,Divorced,25 - 34,28,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10670,Male,Married,35 - 44,39,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
10671,Female,Single,25 - 34,27,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10672,Male,Divorced,25 - 34,34,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
10673,Female,Single,35 - 44,42,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10674,Male,Single,25 - 34,33,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10675,Female,Divorced,Over 55,58,R&D,Bachelor's Degree,Technical Degree,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1
10676,Male,Married,25 - 34,31,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1
10677,Female,Married,35 - 44,35,R&D,High School,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10678,Female,Married,45 - 54,49,R&D,Associates Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
10679,Male,Married,45 - 54,48,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10680,Female,Married,25 - 34,31,Sales,Associates Degree,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,3,1
10681,Male,Single,35 - 44,36,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10682,Female,Married,35 - 44,38,R&D,Bachelor's Degree,Technical Degree,Research Director,Travel_Rarely,1,No,Current Employees,1,1
10683,Female,Married,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,2,1
10684,Male,Married,25 - 34,25,Sales,Associates Degree,Marketing,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,2,0
10685,Male,Divorced,35 - 44,40,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
10686,Male,Single,25 - 34,26,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,1,1
10687,Male,Single,35 - 44,41,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
10688,Male,Single,35 - 44,36,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
10689,Male,Single,Under 25,19,Sales,Bachelor's Degree,Other,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,2,0
10690,Male,Single,Under 25,20,R&D,Bachelor's Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
10691,Female,Married,25 - 34,31,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10692,Male,Divorced,35 - 44,40,R&D,Master's Degree,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,2,1
10693,Female,Married,25 - 34,32,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1
10694,Male,Married,35 - 44,36,Sales,High School,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0
10695,Female,Single,25 - 34,33,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10696,Male,Married,35 - 44,37,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,3,0
10697,Male,Married,45 - 54,45,R&D,Associates Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,2,1
10698,Female,Married,25 - 34,29,Sales,Bachelor's Degree,Technical Degree,Sales Representative,Travel_Frequently,1,No,Current Employees,4,1
10699,Female,Married,35 - 44,35,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10700,Male,Married,45 - 54,52,R&D,Associates Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,4,1
10701,Male,Single,Over 55,58,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,3,0
10702,Male,Divorced,45 - 54,53,Sales,Associates Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,3,1
10703,Male,Divorced,25 - 34,30,Sales,Associates Degree,Other,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10704,Female,Single,35 - 44,38,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Non-Travel,1,No,Current Employees,4,1
10705,Male,Divorced,35 - 44,35,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10706,Male,Single,35 - 44,39,Sales,Doctoral Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10707,Female,Single,35 - 44,40,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Non-Travel,1,Yes,Ex-Employees,2,0
10708,Male,Divorced,45 - 54,47,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1
10709,Male,Divorced,35 - 44,36,Sales,Master's Degree,Technical Degree,Sales Executive,Non-Travel,1,No,Current Employees,4,1
10710,Male,Single,25 - 34,31,R&D,Associates Degree,Medical,Research Scientist,Non-Travel,1,Yes,Ex-Employees,1,0
10711,Male,Single,25 - 34,33,Sales,Bachelor's Degree,Life Sciences,Manager,Non-Travel,1,No,Current Employees,3,1
10712,Female,Single,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,1,0
10713,Female,Single,25 - 34,33,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10714,Female,Divorced,45 - 54,45,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10715,Male,Divorced,45 - 54,50,R&D,Associates Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,4,1
10716,Female,Married,25 - 34,33,R&D,Master's Degree,Other,Healthcare Representative,Travel_Frequently,1,No,Current Employees,2,1
10717,Male,Divorced,35 - 44,41,R&D,Bachelor's Degree,Medical,Research Director,Travel_Frequently,1,No,Current Employees,3,1
10718,Female,Married,25 - 34,27,R&D,Master's Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
10719,Male,Married,45 - 54,45,R&D,Associates Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,1,1
10720,Female,Single,45 - 54,47,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10721,Female,Married,25 - 34,30,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,3,0
10722,Male,Married,45 - 54,50,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
10723,Male,Married,35 - 44,38,R&D,High School,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,3,1
10724,Male,Divorced,45 - 54,46,R&D,Associates Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
10725,Female,Divorced,Under 25,24,R&D,High School,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
10726,Male,Divorced,35 - 44,35,R&D,Master's Degree,Other,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,2,0
10727,Female,Married,25 - 34,31,R&D,High School,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,1,1
10728,Male,Single,Under 25,18,R&D,Associates Degree,Life Sciences,Research Scientist,Non-Travel,1,No,Current Employees,4,1
10729,Female,Married,45 - 54,54,R&D,Bachelor's Degree,Technical Degree,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
10730,Female,Divorced,35 - 44,35,R&D,Master's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
10731,Female,Married,25 - 34,30,R&D,Associates Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,1,1
